2025-09-16 15:28:15 | INFO     | app.main:startup_event:114 - Starting Knowledge Base API v1.0.0
2025-09-16 15:48:42 | INFO     | app.main:startup_event:115 - Debug mode: True
2025-09-16 15:48:42 | INFO     | app.main:startup_event:116 - Database URL: localhost:5432/knowledge_base
2025-09-16 15:48:51 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 15:48:51 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/ - Status: 200 - Time: 0.066s
2025-09-16 15:49:46 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 15:49:46 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/ - Status: 200 - Time: 0.010s
2025-09-16 15:49:46 | INFO     | app.main:log_requests:45 - Request started: GET /favicon.ico - Client: 127.0.0.1
2025-09-16 15:49:46 | ERROR    | app.main:http_exception_handler:68 - HTTP error: 404 - Not Found
2025-09-16 15:49:46 | INFO     | app.main:log_requests:56 - Request completed: GET /favicon.ico - Status: 404 - Time: 0.004s
2025-09-16 15:50:16 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 15:50:16 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/ - Status: 200 - Time: 0.009s
2025-09-16 15:50:22 | INFO     | app.main:log_requests:45 - Request started: OPTIONS /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 15:50:22 | INFO     | app.main:log_requests:56 - Request completed: OPTIONS /api/v1/knowledge-bases/ - Status: 200 - Time: 0.001s
2025-09-16 15:50:22 | INFO     | app.main:log_requests:45 - Request started: POST /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 15:50:22 | INFO     | app.services.vector_store:create_collection:73 - Created collection: kb_1
2025-09-16 15:50:22 | INFO     | app.api.v1.endpoints.knowledge_bases:create_knowledge_base:81 - Created knowledge base: 1 (ID: 1)
2025-09-16 15:50:22 | INFO     | app.main:log_requests:56 - Request completed: POST /api/v1/knowledge-bases/ - Status: 200 - Time: 0.054s
2025-09-16 15:50:22 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/1/files - Client: 127.0.0.1
2025-09-16 15:50:22 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/1 - Client: 127.0.0.1
2025-09-16 15:50:22 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/1/files - Status: 200 - Time: 0.034s
2025-09-16 15:50:22 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/1 - Status: 200 - Time: 0.066s
2025-09-16 15:50:27 | INFO     | app.main:log_requests:45 - Request started: OPTIONS /api/v1/knowledge-bases/1/files - Client: 127.0.0.1
2025-09-16 15:50:27 | INFO     | app.main:log_requests:56 - Request completed: OPTIONS /api/v1/knowledge-bases/1/files - Status: 200 - Time: 0.001s
2025-09-16 15:50:27 | INFO     | app.main:log_requests:45 - Request started: POST /api/v1/knowledge-bases/1/files - Client: 127.0.0.1
2025-09-16 15:50:27 | INFO     | app.services.storage:upload_file:88 - File uploaded successfully: kb_1/2025/09/16/cb2882490ac6b9905c47dfe4525aeab0.docx
2025-09-16 15:50:27 | ERROR    | app.api.v1.endpoints.knowledge_bases:upload_file:332 - Error uploading file to knowledge base 1: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sqlalche.me/e/20/xd2s)
2025-09-16 15:50:27 | ERROR    | app.main:http_exception_handler:68 - HTTP error: 500 - Failed to upload file
2025-09-16 15:50:27 | INFO     | app.main:log_requests:56 - Request completed: POST /api/v1/knowledge-bases/1/files - Status: 500 - Time: 0.063s
2025-09-16 15:51:37 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/1 - Client: 127.0.0.1
2025-09-16 15:51:37 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/1 - Status: 200 - Time: 0.008s
2025-09-16 15:52:08 | INFO     | app.main:log_requests:45 - Request started: OPTIONS /api/v1/knowledge-bases/1 - Client: 127.0.0.1
2025-09-16 15:52:08 | INFO     | app.main:log_requests:56 - Request completed: OPTIONS /api/v1/knowledge-bases/1 - Status: 200 - Time: 0.001s
2025-09-16 15:52:08 | INFO     | app.main:log_requests:45 - Request started: PUT /api/v1/knowledge-bases/1 - Client: 127.0.0.1
2025-09-16 15:52:08 | INFO     | app.api.v1.endpoints.knowledge_bases:update_knowledge_base:137 - Updated knowledge base: 测试 (ID: 1)
2025-09-16 15:52:08 | INFO     | app.main:log_requests:56 - Request completed: PUT /api/v1/knowledge-bases/1 - Status: 200 - Time: 0.033s
2025-09-16 15:52:13 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/1 - Client: 127.0.0.1
2025-09-16 15:52:13 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/1/files - Client: 127.0.0.1
2025-09-16 15:52:13 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/1 - Status: 200 - Time: 0.013s
2025-09-16 15:52:13 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/1/files - Status: 200 - Time: 0.015s
2025-09-16 15:52:21 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 15:52:21 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/ - Status: 200 - Time: 0.010s
2025-09-16 15:52:22 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/1/files - Client: 127.0.0.1
2025-09-16 15:52:22 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/1 - Client: 127.0.0.1
2025-09-16 15:52:22 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/1/files - Status: 200 - Time: 0.013s
2025-09-16 15:52:22 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/1 - Status: 200 - Time: 0.013s
2025-09-16 15:52:28 | INFO     | app.main:log_requests:45 - Request started: PUT /api/v1/knowledge-bases/1 - Client: 127.0.0.1
2025-09-16 15:52:28 | INFO     | app.api.v1.endpoints.knowledge_bases:update_knowledge_base:137 - Updated knowledge base: 测试 (ID: 1)
2025-09-16 15:52:28 | INFO     | app.main:log_requests:56 - Request completed: PUT /api/v1/knowledge-bases/1 - Status: 200 - Time: 0.019s
2025-09-16 15:52:33 | INFO     | app.main:log_requests:45 - Request started: DELETE /api/v1/knowledge-bases/1 - Client: 127.0.0.1
2025-09-16 15:52:33 | ERROR    | app.services.vector_store:delete_collection:140 - Failed to delete collection kb_775d55ce: Collection [kb_775d55ce] does not exists
2025-09-16 15:52:33 | ERROR    | app.api.v1.endpoints.knowledge_bases:delete_knowledge_base:177 - Error deleting knowledge base 1: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sqlalche.me/e/20/xd2s)
2025-09-16 15:52:33 | ERROR    | app.main:http_exception_handler:68 - HTTP error: 500 - Failed to delete knowledge base
2025-09-16 15:52:33 | INFO     | app.main:log_requests:56 - Request completed: DELETE /api/v1/knowledge-bases/1 - Status: 500 - Time: 0.066s
2025-09-16 15:52:56 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/1/files - Client: 127.0.0.1
2025-09-16 15:52:56 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/1 - Client: 127.0.0.1
2025-09-16 15:52:56 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/1/files - Status: 200 - Time: 0.023s
2025-09-16 15:52:56 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/1 - Status: 200 - Time: 0.044s
2025-09-16 15:54:22 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 15:54:22 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/ - Status: 200 - Time: 0.067s
2025-09-16 15:54:27 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 15:54:27 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/ - Status: 200 - Time: 0.007s
2025-09-16 15:54:29 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 15:54:29 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/ - Status: 200 - Time: 0.008s
2025-09-16 15:54:31 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 15:54:31 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/ - Status: 200 - Time: 0.009s
2025-09-16 15:54:44 | INFO     | app.main:log_requests:45 - Request started: POST /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 15:54:44 | INFO     | app.services.vector_store:create_collection:73 - Created collection: kb_2
2025-09-16 15:54:44 | INFO     | app.api.v1.endpoints.knowledge_bases:create_knowledge_base:81 - Created knowledge base: 测试知识库 (ID: 2)
2025-09-16 15:54:44 | INFO     | app.main:log_requests:56 - Request completed: POST /api/v1/knowledge-bases/ - Status: 200 - Time: 0.045s
2025-09-16 15:54:44 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/2/files - Client: 127.0.0.1
2025-09-16 15:54:44 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/2 - Client: 127.0.0.1
2025-09-16 15:54:44 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/2/files - Status: 200 - Time: 0.005s
2025-09-16 15:54:44 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/2 - Status: 200 - Time: 0.005s
2025-09-16 15:54:45 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/2/files - Client: 127.0.0.1
2025-09-16 15:54:45 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/2 - Client: 127.0.0.1
2025-09-16 15:54:45 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/2/files - Status: 200 - Time: 0.015s
2025-09-16 15:54:45 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/2 - Status: 200 - Time: 0.014s
2025-09-16 15:54:56 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/1 - Client: 127.0.0.1
2025-09-16 15:54:56 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/1 - Status: 200 - Time: 0.000s
2025-09-16 15:55:14 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/2/files - Client: 127.0.0.1
2025-09-16 15:55:14 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/2 - Client: 127.0.0.1
2025-09-16 15:55:14 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/2/files - Status: 200 - Time: 0.012s
2025-09-16 15:55:14 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/2 - Status: 200 - Time: 0.012s
2025-09-16 15:55:22 | INFO     | app.main:log_requests:45 - Request started: OPTIONS /api/v1/knowledge-bases/2/files - Client: 127.0.0.1
2025-09-16 15:55:22 | INFO     | app.main:log_requests:56 - Request completed: OPTIONS /api/v1/knowledge-bases/2/files - Status: 200 - Time: 0.001s
2025-09-16 15:55:22 | INFO     | app.main:log_requests:45 - Request started: POST /api/v1/knowledge-bases/2/files - Client: 127.0.0.1
2025-09-16 15:55:22 | INFO     | app.services.storage:upload_file:88 - File uploaded successfully: kb_2/2025/09/16/cb2882490ac6b9905c47dfe4525aeab0.docx
2025-09-16 15:55:22 | ERROR    | app.api.v1.endpoints.knowledge_bases:upload_file:332 - Error uploading file to knowledge base 2: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sqlalche.me/e/20/xd2s)
2025-09-16 15:55:22 | ERROR    | app.main:http_exception_handler:68 - HTTP error: 500 - Failed to upload file
2025-09-16 15:55:22 | INFO     | app.main:log_requests:56 - Request completed: POST /api/v1/knowledge-bases/2/files - Status: 500 - Time: 0.056s
2025-09-16 15:55:25 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 15:55:25 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/ - Status: 200 - Time: 0.007s
2025-09-16 15:55:26 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/2/files - Client: 127.0.0.1
2025-09-16 15:55:26 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/2 - Client: 127.0.0.1
2025-09-16 15:55:26 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/2/files - Status: 200 - Time: 0.015s
2025-09-16 15:55:26 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/2 - Status: 200 - Time: 0.014s
2025-09-16 15:59:49 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 15:59:49 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/ - Status: 200 - Time: 0.073s
2025-09-16 15:59:50 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/2/files - Client: 127.0.0.1
2025-09-16 15:59:50 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/2 - Client: 127.0.0.1
2025-09-16 15:59:50 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/2 - Status: 200 - Time: 0.046s
2025-09-16 15:59:50 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/2/files - Status: 200 - Time: 0.061s
2025-09-16 16:00:02 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 16:00:02 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/ - Status: 200 - Time: 0.005s
2025-09-16 16:00:10 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 16:00:10 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/ - Status: 200 - Time: 0.010s
2025-09-16 16:00:12 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 16:00:12 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/ - Status: 200 - Time: 0.008s
2025-09-16 16:00:15 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 16:00:15 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/ - Status: 200 - Time: 0.010s
2025-09-16 16:00:23 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/2/files - Client: 127.0.0.1
2025-09-16 16:00:23 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/2 - Client: 127.0.0.1
2025-09-16 16:00:23 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/2/files - Status: 200 - Time: 0.016s
2025-09-16 16:00:23 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/2 - Status: 200 - Time: 0.016s
2025-09-16 16:00:47 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 16:00:47 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/ - Status: 200 - Time: 0.004s
2025-09-16 16:01:03 | INFO     | app.main:log_requests:45 - Request started: OPTIONS /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 16:01:03 | INFO     | app.main:log_requests:56 - Request completed: OPTIONS /api/v1/knowledge-bases/ - Status: 200 - Time: 0.001s
2025-09-16 16:01:03 | INFO     | app.main:log_requests:45 - Request started: POST /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 16:01:03 | INFO     | app.services.vector_store:create_collection:73 - Created collection: kb_3
2025-09-16 16:01:03 | INFO     | app.api.v1.endpoints.knowledge_bases:create_knowledge_base:81 - Created knowledge base: 测试创建 (ID: 3)
2025-09-16 16:01:03 | INFO     | app.main:log_requests:56 - Request completed: POST /api/v1/knowledge-bases/ - Status: 200 - Time: 0.055s
2025-09-16 16:01:03 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/3/files - Client: 127.0.0.1
2025-09-16 16:01:03 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/3 - Client: 127.0.0.1
2025-09-16 16:01:03 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/3/files - Status: 200 - Time: 0.007s
2025-09-16 16:01:03 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/3 - Status: 200 - Time: 0.006s
2025-09-16 16:01:04 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/3/files - Client: 127.0.0.1
2025-09-16 16:01:04 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/3 - Client: 127.0.0.1
2025-09-16 16:01:04 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/3/files - Status: 200 - Time: 0.011s
2025-09-16 16:01:04 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/3 - Status: 200 - Time: 0.010s
2025-09-16 16:01:18 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 16:01:18 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/ - Status: 200 - Time: 0.006s
2025-09-16 16:04:17 | INFO     | app.main:log_requests:45 - Request started: POST /api/v1/knowledge-bases/ - Client: 127.0.0.1
2025-09-16 16:04:17 | INFO     | app.services.vector_store:create_collection:73 - Created collection: kb_4
2025-09-16 16:04:17 | INFO     | app.api.v1.endpoints.knowledge_bases:create_knowledge_base:81 - Created knowledge base: 测试 (ID: 4)
2025-09-16 16:04:17 | INFO     | app.main:log_requests:56 - Request completed: POST /api/v1/knowledge-bases/ - Status: 200 - Time: 0.063s
2025-09-16 16:04:17 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/4/files - Client: 127.0.0.1
2025-09-16 16:04:17 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/4 - Client: 127.0.0.1
2025-09-16 16:04:17 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/4/files - Status: 200 - Time: 0.009s
2025-09-16 16:04:17 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/4 - Status: 200 - Time: 0.007s
2025-09-16 16:21:26 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/4/files - Client: 127.0.0.1
2025-09-16 16:21:26 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/4 - Client: 127.0.0.1
2025-09-16 16:21:26 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/4/files - Status: 200 - Time: 0.095s
2025-09-16 16:21:26 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/4 - Status: 200 - Time: 0.097s
2025-09-16 16:21:26 | INFO     | app.main:shutdown_event:121 - Shutting down Knowledge Base API
2025-09-16 16:21:31 | INFO     | app.main:startup_event:114 - Starting Knowledge Base API v1.0.0
2025-09-16 16:21:31 | INFO     | app.main:startup_event:115 - Debug mode: True
2025-09-16 16:21:31 | INFO     | app.main:startup_event:116 - Database URL: localhost:5432/knowledge_base
2025-09-16 16:21:31 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/2/files - Client: 127.0.0.1
2025-09-16 16:21:31 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/2 - Client: 127.0.0.1
2025-09-16 16:21:31 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/2/files - Status: 200 - Time: 0.081s
2025-09-16 16:21:31 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/2 - Status: 200 - Time: 0.090s
2025-09-16 16:21:32 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/3/files - Client: 127.0.0.1
2025-09-16 16:21:32 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/3 - Client: 127.0.0.1
2025-09-16 16:21:32 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/3 - Status: 200 - Time: 0.006s
2025-09-16 16:21:32 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/3/files - Status: 200 - Time: 0.008s
2025-09-16 16:21:33 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/4/files - Client: 127.0.0.1
2025-09-16 16:21:33 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/4 - Client: 127.0.0.1
2025-09-16 16:21:33 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/4/files - Status: 200 - Time: 0.006s
2025-09-16 16:21:33 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/4 - Status: 200 - Time: 0.007s
2025-09-16 16:21:34 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/3/files - Client: 127.0.0.1
2025-09-16 16:21:34 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/3 - Client: 127.0.0.1
2025-09-16 16:21:34 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/3/files - Status: 200 - Time: 0.008s
2025-09-16 16:21:34 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/3 - Status: 200 - Time: 0.008s
2025-09-16 16:21:34 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/knowledge-bases/2/files - Client: 127.0.0.1
2025-09-16 16:21:34 | INFO     | app.main:log_requests:45 - Request started: GET /api/v1/chat/conversations/2 - Client: 127.0.0.1
2025-09-16 16:21:34 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/knowledge-bases/2/files - Status: 200 - Time: 0.008s
2025-09-16 16:21:34 | INFO     | app.main:log_requests:56 - Request completed: GET /api/v1/chat/conversations/2 - Status: 200 - Time: 0.008s
2025-09-16 16:21:42 | INFO     | app.main:log_requests:45 - Request started: OPTIONS /api/v1/knowledge-bases/2 - Client: 127.0.0.1
2025-09-16 16:21:42 | INFO     | app.main:log_requests:56 - Request completed: OPTIONS /api/v1/knowledge-bases/2 - Status: 200 - Time: 0.001s
